#,Date,SHA,Author,Message,Event,main,ubl-2.3-csd05-copy,ubl-2.3-cs02,ubl-2.3-os,ubl-2.4-csd01wd01,ubl-2.4-csd01wd02,review,ubl-2.3-os-iso,ubl-2.4-csd01,ubl-2.4-csd02-prd01-13,ubl-2.4-csd02,ubl-2.4-csd02-tsc,ubl-2.4-cs01-work,ubl-2.4-cs01,tsc-ubl-2.5-experimental,ubl-2.5-dev,ubl-2.4-os,ubl-2.4-os-iso-pub,retest,ubl-2.5-kenneth,UBL-433-xsd-doc,ubl-2.5-python,ubl-2.5-retry,server-test,ubl-2.5-2025-layout,kentest,ubl-2.5
1,2018-04-11,71129c9,Robin Cover,"add boilerplate for 3x startup files RME, CONTRIBUTING, and LICENSE",ROOT: main,71129c9, , , , , , , , , , , , , , , , , , , , , , , , , , 
2,2018-04-11,9d8cdf1,gkholman,- update the further description,,9d8cdf1, , , , , , , , , , , , , , , , , , , , , , , , , , 
3,2021-05-13,5b3cc2b,gkholman,Checking credentials with updated README,,5b3cc2b, , , , , , , , , , , , , , , , , , , , , , , , , , 
4,2021-05-15,cb67846,gkholman,Initial load of files - copy of 2.3 CSD05,,cb67846, , , , , , , , , , , , , , , , , , , , , , , , , , 
5,2021-05-16,7b7ecf6,gkholman,Polish the readme file,,7b7ecf6, , , , , , , , , , , , , , , , , , , , , , , , , , 
6,2021-05-16,6d153bf,gkholman,More polish for the README file,BRANCH: ubl-2.3-csd05-copy from main,6d153bf ⊢→ubl-2.3-csd05-copy,6d153bf, , , , , , , , , , , , , , , , , , , , , , , , , 
7,2021-05-16,00ffdbd,gkholman,Rebuild results on review branch,,00ffdbd, , , , , , , , , , , , , , , , , , , , , , , , , , 
8,2021-05-16,57dda2e,gkholman,Rebuild results on edit branch,TIP: ubl-2.3-csd05-copy | BRANCH: ubl-2.3-cs02 from ubl-2.3-csd05-copy, ,57dda2e ⊢→ubl-2.3-cs02 ◆,57dda2e, , , , , , , , , , , , , , , , , , , , , , , , 
9,2021-05-23,47eb1f5,gkholman,First attempt at CS02,TIP: ubl-2.3-cs02 | BRANCH: ubl-2.3-os from ubl-2.3-cs02, , ,47eb1f5 ⊢→ubl-2.3-os ◆,47eb1f5, , , , , , , , , , , , , , , , , , , , , , , 
10,2021-05-23,79201eb,gkholman,Merge branch 'ubl-2.3-cs02' into review,MERGE: ubl-2.3-cs02 → main,79201eb, ,←merged←, , , , , , , , , , , , , , , , , , , , , , , , 
11,2021-05-23,02b08d9,gkholman,Update README.md with finer details,,02b08d9, , , , , , , , , , , , , , , , , , , , , , , , , , 
12,2021-05-26,f71d2be,gkholman,Add polish to the README file,BRANCH: ubl-2.4-csd01wd01 from main,f71d2be ⊢→ubl-2.4-csd01wd01, , , ,f71d2be, , , , , , , , , , , , , , , , , , , , , , 
13,2021-05-27,83f311a,gkholman,Improve documentation; rename summary inputs without version numbers,, , , , ,83f311a, , , , , , , , , , , , , , , , , , , , , , 
14,2021-05-27,8f4c0ab,gkholman,First cut at 2.4 version of 2.3,, , , , ,8f4c0ab, , , , , , , , , , , , , , , , , , , , , , 
15,2021-05-27,f4a1d9c,gkholman,Accommodate archive directory for failed build,, , , , ,f4a1d9c, , , , , , , , , , , , , , , , , , , , , , 
16,2021-05-27,62626bc,gkholman,Update massage directives for 2.4,, , , , ,62626bc, , , , , , , , , , , , , , , , , , , , , , 
17,2021-05-27,2b8af1b,gkholman,Remove ancient SCCS information,, , , , ,2b8af1b, , , , , , , , , , , , , , , , , , , , , , 
18,2021-05-27,b869f40,gkholman,Replace 2.2 gc files with 2.3,, , , , ,b869f40, , , , , , , , , , , , , , , , , , , , , , 
19,2021-05-27,41edb7d,gkholman,Accommodate arbitrary sets of old code lists,, , , , ,41edb7d, , , , , , , , , , , , , , , , , , , , , , 
20,2021-05-27,b2e9e9b,gkholman,Accommodate Schematron for UBL 2.4,, , , , ,b2e9e9b, , , , , , , , , , , , , , , , , , , , , , 
21,2021-05-28,6c0b54a,gkholman,Accommodate failed process by preserving intermediate files,, , , , ,6c0b54a, , , , , , , , , , , , , , , , , , , , , , 
22,2021-05-28,8c4271f,gkholman,Preserve more intermediate files on error,, , , , ,8c4271f, , , , , , , , , , , , , , , , , , , , , , 
23,2021-05-28,a23102b,gkholman,Prevent ant fail on build fail,, , , , ,a23102b, , , , , , , , , , , , , , , , , , , , , , 
24,2021-05-28,5e11cd6,gkholman,No need for integrity check on error,, , , , ,5e11cd6, , , , , , , , , , , , , , , , , , , , , , 
25,2021-05-28,82da328,gkholman,Change validation invocations for version 2.4,, , , , ,82da328, , , , , , , , , , , , , , , , , , , , , , 
26,2021-05-28,31d44da,gkholman,Repair internal common schema version references,, , , , ,31d44da, , , , , , , , , , , , , , , , , , , , , , 
27,2021-05-28,eadd9b5,gkholman,Repair references to sample source files,, , , , ,eadd9b5, , , , , , , , , , , , , , , , , , , , , , 
28,2021-05-28,b99793a,gkholman,Prevent failure on bad copy,, , , , ,b99793a, , , , , , , , , , , , , , , , , , , , , , 
29,2021-05-28,6552c40,gkholman,Hub document change references from 2.3 to 2.4,, , , , ,6552c40, , , , , , , , , , , , , , , , , , , , , , 
30,2021-05-28,48ed82d,gkholman,Parameterize the schema documentation generation with the UBL version,, , , , ,48ed82d, , , , , , , , , , , , , , , , , , , , , , 
31,2021-05-28,2c85b87,gkholman,Update version in specification titles,, , , , ,2c85b87, , , , , , , , , , , , , , , , , , , , , , 
32,2021-05-28,560f5a9,gkholman,Repair previous and current location entities,, , , , ,560f5a9, , , , , , , , , , , , , , , , , , , , , , 
33,2021-05-29,db0d697,gkholman,"Implement check for pre-existing Google spreadsheets, and test",, , , , ,db0d697, , , , , , , , , , , , , , , , , , , , , , 
34,2021-05-29,471d7a5,gkholman,Remove test spreadsheets for the recovery feature; polish README file,, , , , ,471d7a5, , , , , , , , , , , , , , , , , , , , , , 
35,2021-05-29,9fb9312,gkholman,Remove test spreadsheets for the recovery feature; polish README file,, , , , ,9fb9312, , , , , , , , , , , , , , , , , , , , , , 
36,2021-05-29,67edc19,gkholman,More README tweaks,, , , , ,67edc19, , , , , , , , , , , , , , , , , , , , , , 
37,2021-05-30,7870114,gkholman,Embellish console log with title information,, , , , ,7870114, , , , , , , , , , , , , , , , , , , , , , 
38,2021-05-30,1483dd5,gkholman,Rerun spreadsheets without repository changes,, , , , ,1483dd5, , , , , , , , , , , , , , , , , , , , , , 
39,2021-06-01,21efa9e,gkholman,Revised README diagram,TIP: ubl-2.4-csd01wd01 | BRANCH: ubl-2.4-csd01wd02 from ubl-2.4-csd01wd01, , , , ,21efa9e ⊢→ubl-2.4-csd01wd02 ◆,21efa9e, , , , , , , , , , , , , , , , , , , , , 
40,2021-06-07,be2b4f9,gkholman,New gc2obdndr and JSON generation,, , , ,be2b4f9, , , , , , , , , , , , , , , , , , , , , , , 
41,2021-06-07,66056ef,gkholman,First try 2.3 OS release,, , , ,66056ef, , , , , , , , , , , , , , , , , , , , , , , 
42,2021-06-07,89d22de,gkholman,Merge branch 'ubl-2.3-os' into review,, , , ,89d22de, , , , , , , , , , , , , , , , , , , , , , , 
43,2021-06-18,bc99520,gkholman,Repair text in Status section,TIP: ubl-2.3-os | TIP: ubl-2.3-os-iso | BRANCH: ubl-2.3-os-iso from ubl-2.3-os | BRANCH: review from ubl-2.3-os, , , ,"bc99520 ⊢→ubl-2.3-os-iso, review ◆", , ,bc99520,bc99520 ◆, , , , , , , , , , , , , , , , , , , 
44,2021-09-09,dc2d2fc,gkholman,Revise metadata for csd01wd02,, , , , , ,dc2d2fc, , , , , , , , , , , , , , , , , , , , , 
45,2021-09-10,f5b9a7e,gkholman,Add Schematron pattern generation for Additional Document Constraints,, , , , , ,f5b9a7e, , , , , , , , , , , , , , , , , , , , , 
46,2021-09-10,a271247,gkholman,"Use XSLT 1 expressions, not XSLT 2, because of validation step",, , , , , ,a271247, , , , , , , , , , , , , , , , , , , , , 
47,2021-09-27,d9cb224,cecileguasch,Added  BRIN process diagram.drawio,, , , , , ,d9cb224, , , , , , , , , , , , , , , , , , , , , 
48,2021-09-27,8cdd81b,cecileguasch,Update  BRIN process diagram.drawio,, , , , , ,8cdd81b, , , , , , , , , , , , , , , , , , , , , 
49,2021-10-20,2298f6d,Kees Duvekot,Merge pull request #4 from oasis-tcs/UBL-330,, , , , , ,2298f6d, , , , , , , , , , , , , , , , , , , , , 
50,2021-11-10,8610606,gkholman,UBL-335 Update XSD schema fragment for BDNDR unqualified data types,, , , , , ,8610606, , , , , , , , , , , , , , , , , , , , , 
51,2021-11-12,04b283c,cecileguasch,Business Information Registration Notification,, , , , , ,04b283c, , , , , , , , , , , , , , , , , , , , , 
52,2021-11-12,a450294,cecileguasch,Draft Business Information Registration Notification BP Diagram,, , , , , ,a450294, , , , , , , , , , , , , , , , , , , , , 
53,2022-02-02,3cf4130,cecileguasch,Business Registration Information Request Notice Diagram.drawio,, , , , , ,3cf4130, , , , , , , , , , , , , , , , , , , , , 
54,2022-02-02,e905496,cecileguasch,Business Registration Information Request Notice.drawio,, , , , , ,e905496, , , , , , , , , , , , , , , , , , , , , 
55,2022-02-15,ef24f30,cecileguasch,Update summary-processes-ent.xml,, , , , , ,ef24f30, , , , , , , , , , , , , , , , , , , , , 
56,2022-02-15,d17be94,cecileguasch,Update UBL.xml,, , , , , ,d17be94, , , , , , , , , , , , , , , , , , , , , 
57,2022-02-15,5b85a78,cecileguasch,Add files via upload,, , , , , ,5b85a78, , , , , , , , , , , , , , , , , , , , , 
58,2022-02-15,1df165d,cecileguasch,Add files via upload,, , , , , ,1df165d, , , , , , , , , , , , , , , , , , , , , 
59,2022-07-20,6174dd3,cecileguasch,Update summary-processes-ent.xml,, , , , , ,6174dd3, , , , , , , , , , , , , , , , , , , , , 
60,2022-07-20,bb529e7,cecileguasch,Update UBL.xml,, , , , , ,bb529e7, , , , , , , , , , , , , , , , , , , , , 
61,2022-07-20,f97a371,cecileguasch,Add files via upload,, , , , , ,f97a371, , , , , , , , , , , , , , , , , , , , , 
62,2022-07-22,2f54fb4,cecileguasch,Update UBL.xml,, , , , , ,2f54fb4, , , , , , , , , , , , , , , , , , , , , 
63,2022-11-09,654d43a,Kees Duvekot,Merge pull request #5 from oasis-tcs/UBL-335,, , , , , ,654d43a, , , , , , , , , , , , , , , , , , , , , 
64,2022-11-26,9fb6dfb,gkholman,Repair 2.4 csd01wd02 with a clean build,, , , , , ,9fb6dfb, , , , , , , , , , , , , , , , , , , , , 
65,2022-11-28,ecc3033,gkholman,UBL-339 Skip submission for remote publishing when publishing credentials are absent,, , , , , ,ecc3033, , , , , , , , , , , , , , , , , , , , , 
66,2022-11-28,65e3a9e,gkholman,UBL-338 Repair generation of document constratin Schematron syntax,, , , , , ,65e3a9e, , , , , , , , , , , , , , , , , , , , , 
67,2022-11-28,ad9592c,gkholman,UBL-337 Install schxslt 1.9.4,, , , , , ,ad9592c, , , , , , , , , , , , , , , , , , , , , 
68,2022-11-29,ad176db,gkholman,SD-337 Install SchXSLT and adjust invocations for XSLT 2,, , , , , ,ad176db, , , , , , , , , , , , , , , , , , , , , 
69,2022-11-29,9015b67,Kees Duvekot,Merge pull request #6 from oasis-tcs/UBL-339-skip-publishing,, , , , , ,9015b67, , , , , , , , , , , , , , , , , , , , , 
70,2022-11-29,1993c26,Kees Duvekot,Merge pull request #7 from oasis-tcs/UBL-338-invalid-schematron,, , , , , ,1993c26, , , , , , , , , , , , , , , , , , , , , 
71,2022-11-29,890762a,Kees Duvekot,Merge pull request #8 from oasis-tcs/UBL-337-schxslt,, , , , , ,890762a, , , , , , , , , , , , , , , , , , , , , 
72,2022-12-03,fe205cf,Kees Duvekot,using actions/checkout@v3,, , , , , ,fe205cf, , , , , , , , , , , , , , , , , , , , , 
73,2022-12-03,7c2c8d6,Kees Duvekot,using actions/upload-artifact@v3,, , , , , ,7c2c8d6, , , , , , , , , , , , , , , , , , , , , 
74,2022-12-03,b984628,Kees Duvekot,actions/setup-java@v2,, , , , , ,b984628, , , , , , , , , , , , , , , , , , , , , 
75,2022-12-03,4995443,Kees Duvekot,actions/setup-java@v3,, , , , , ,4995443, , , , , , , , , , , , , , , , , , , , , 
76,2022-12-07,560a40b,Kees Duvekot,Merge pull request #9 from oasis-tcs/kd-action-updates,, , , , , ,560a40b, , , , , , , , , , , , , , , , , , , , , 
77,2022-12-18,b853d25,gkholman,New examples from Kenneth 2022-12-15,, , , , , ,b853d25, , , , , , , , , , , , , , , , , , , , , 
78,2022-12-18,c5a0010,gkholman,Remove xsi: from sample document,, , , , , ,c5a0010, , , , , , , , , , , , , , , , , , , , , 
79,2022-12-21,e1627dd,gkholman,Migrate Kenneth's edits of UBL 2.3 into the UBL 2.4 working draft,, , , , , ,e1627dd, , , , , , , , , , , , , , , , , , , , , 
80,2022-12-21,5e6126e,gkholman,New Google spreadsheets and minor link repairs,, , , , , ,5e6126e, , , , , , , , , , , , , , , , , , , , , 
81,2022-12-21,ce7663e,gkholman,Add creation of ODT via pandoc for comparison,, , , , , ,ce7663e, , , , , , , , , , , , , , , , , , , , , 
82,2022-12-21,e31ce4d,gkholman,Revert to untouched 2.4 spreadsheets from 2.3,, , , , , ,e31ce4d, , , , , , , , , , , , , , , , , , , , , 
83,2022-12-21,942bee8,gkholman,Improve reporting of spell-check errors,, , , , , ,942bee8, , , , , , , , , , , , , , , , , , , , , 
84,2022-12-21,182de5c,gkholman,Typo in source file,, , , , , ,182de5c, , , , , , , , , , , , , , , , , , , , , 
85,2022-12-21,15530e7,gkholman,Point to correct files for pandoc,, , , , , ,15530e7, , , , , , , , , , , , , , , , , , , , , 
86,2022-12-21,fa1b885,gkholman,Repair a 'cannot' phrase,, , , , , ,fa1b885, , , , , , , , , , , , , , , , , , , , , 
87,2022-12-21,9557213,gkholman,Report creation of ODT comparison file using pandoc,, , , , , ,9557213, , , , , , , , , , , , , , , , , , , , , 
88,2022-12-21,0e6ea1e,gkholman,More lanugage edits to align to Kenneth's edits,, , , , , ,0e6ea1e, , , , , , , , , , , , , , , , , , , , , 
89,2022-12-21,288cb73,gkholman,Yet more tweaks to the use of language,, , , , , ,288cb73, , , , , , , , , , , , , , , , , , , , , 
90,2022-12-21,3bd1319,gkholman,Cleaner creation of warning file,, , , , , ,3bd1319, , , , , , , , , , , , , , , , , , , , , 
91,2022-12-21,7e1af45,Kees Duvekot,Merge pull request #10 from oasis-tcs/ubl-2.4-csd01wd02-new-samples,, , , , , ,7e1af45, , , , , , , , , , , , , , , , , , , , , 
92,2022-12-26,9b5894b,gkholman,Timestamp ODT file for future comparisons,, , , , , ,9b5894b, , , , , , , , , , , , , , , , , , , , , 
93,2023-01-24,d13f707,Kees Duvekot,Merge pull request #11 from oasis-tcs/ubl-2.4-csd01wd02-rework-Ken,, , , , , ,d13f707, , , , , , , , , , , , , , , , , , , , , 
94,2023-01-27,441c175,gkholman,UBL-332 Changes of UBL content in line with OASIS 2020 style guide,, , , , , ,441c175, , , , , , , , , , , , , , , , , , , , , 
95,2023-01-29,22ad155,gkholman,UBL-332 Final updates before server processes are revised,, , , , , ,22ad155, , , , , , , , , , , , , , , , , , , , , 
96,2023-01-29,38e2baa,Kees Duvekot,Add workflow_dispatch to manually trigger workflow,, , , , , ,38e2baa, , , , , , , , , , , , , , , , , , , , , 
97,2023-01-29,a8fe6b0,Kees Duvekot,Merge pull request #12 from oasis-tcs/ubl-332-oasis-2020,, , , , , ,a8fe6b0, , , , , , , , , , , , , , , , , , , , , 
98,2023-01-29,93da54f,gkholman,Accommodate bad GC file so that it is returned for diagnostics,, , , , , ,93da54f, , , , , , , , , , , , , , , , , , , , , 
99,2023-01-29,7cc9a32,gkholman,Remove invalid space from identification short name in generated GC file,, , , , , ,7cc9a32, , , , , , , , , , , , , , , , , , , , , 
100,2023-01-29,75f789f,gkholman,Inadvertent drop of multi-directory copy,, , , , , ,75f789f, , , , , , , , , , , , , , , , , , , , , 
101,2023-01-29,8df3b11,gkholman,Improve check of assembled documentation,, , , , , ,8df3b11, , , , , , , , , , , , , , , , , , , , , 
102,2023-01-29,98dbb62,gkholman,UBL-183 Generate and document XML catalogues,, , , , , ,98dbb62, , , , , , , , , , , , , , , , , , , , , 
103,2023-01-29,3af4b6c,Kees Duvekot,update links to Google Sheets,, , , , , ,3af4b6c, , , , , , , , , , , , , , , , , , , , , 
104,2023-01-29,b295d5a,Kees Duvekot,allow manual runs,, , , , , , ,b295d5a, , , , , , , , , , , , , , , , , , , , 
105,2023-01-30,229f960,gkholman,UBL-332 Engage 2020 layout on publishing server,, , , , , ,229f960, , , , , , , , , , , , , , , , , , , , , 
106,2023-01-30,c6e6337,Kees Duvekot,Merge pull request #13 from oasis-tcs/ubl-2.4-csd01wd02-handle-bad-gc,, , , , , ,c6e6337, , , , , , , , , , , , , , , , , , , , , 
107,2023-01-30,2c7d346,Kees Duvekot,Merge pull request #14 from oasis-tcs/UBL-183-catalog,, , , , , ,2c7d346, , , , , , , , , , , , , , , , , , , , , 
108,2023-01-30,63da49a,Kees Duvekot,Merge pull request #15 from oasis-tcs/ubl-2.4-csd01wd02-pub,, , , , , ,63da49a, , , , , , , , , , , , , , , , , , , , , 
109,2023-01-31,6dd430b,Kenneth Bengtsson,Update UBL.xml,, , , , , ,6dd430b, , , , , , , , , , , , , , , , , , , , , 
110,2023-01-31,fe1631c,Kenneth Bengtsson,Updated members list,, , , , , ,fe1631c, , , , , , , , , , , , , , , , , , , , , 
111,2023-01-31,9db1cbe,Kenneth Bengtsson,Fixed mismatched row numbers,, , , , , ,9db1cbe, , , , , , , , , , , , , , , , , , , , , 
112,2023-01-31,b39ae3e,Kenneth Bengtsson,Updated version date,, , , , , ,b39ae3e, , , , , , , , , , , , , , , , , , , , , 
113,2023-01-31,7d01103,Kenneth Bengtsson,Updated new document types,, , , , , ,7d01103, , , , , , , , , , , , , , , , , , , , , 
114,2023-01-31,dd2f5b3,gkholman,Repair XML preview using web browser; patch entity file until regenerated,, , , , , ,dd2f5b3, , , , , , , , , , , , , , , , , , , , , 
115,2023-01-31,d6c76d2,Kees Duvekot,Merge pull request #16 from oasis-tcs/UBL-359-work,, , , , , ,d6c76d2, , , , , , , , , , , , , , , , , , , , , 
116,2023-02-01,bc45c75,Kenneth Bengtsson,Updated revision history with UBL 2.4 changes,, , , , , ,bc45c75, , , , , , , , , , , , , , , , , , , , , 
117,2023-02-01,03b94e3,Kenneth Bengtsson,Added UBL 2.4 document types,, , , , , ,03b94e3, , , , , , , , , , , , , , , , , , , , , 
118,2023-02-01,235fb12,Kenneth Bengtsson,Purchase Receipt example,, , , , , ,235fb12, , , , , , , , , , , , , , , , , , , , , 
119,2023-02-01,c6eeced,gkholman,"UBL-360 Updated the descriptions with the definitions from the spreadsheet, but lost the document type hyperlinks",, , , , , ,c6eeced, , , , , , , , , , , , , , , , , , , , , 
120,2023-02-01,e8ff0e2,gkholman,UBL-360 Second attempt at changing descriptions,, , , , , ,e8ff0e2, , , , , , , , , , , , , , , , , , , , , 
121,2023-02-01,e3866f2,Kenneth Bengtsson,Updated processes for new 2.4 document types,, , , , , ,e3866f2, , , , , , , , , , , , , , , , , , , , , 
122,2023-02-01,53bee54,gkholman,UBL-360 Remove document type descriptions from schema information file and automatically fetch them from the spreadsheet data,, , , , , ,53bee54, , , , , , , , , , , , , , , , , , , , , 
123,2023-02-01,724b373,Kenneth Bengtsson,Added Purchase Order example + updated to 2.4 XSDs,, , , , , , ,724b373, , , , , , , , , , , , , , , , , , , , 
124,2023-02-01,876778c,Kenneth Bengtsson,Added Purchase Order example + updated to 2.4 XSDs,TIP: review, , , , , , ,876778c ◆, , , , , , , , , , , , , , , , , , , , 
125,2023-02-01,f12de01,Kenneth Bengtsson,Added Purchase Order example,, , , , , ,f12de01, , , , , , , , , , , , , , , , , , , , , 
126,2023-02-01,ba3a9ff,Kenneth Bengtsson,Update testsamples.bat,, , , , , ,ba3a9ff, , , , , , , , , , , , , , , , , , , , , 
127,2023-02-02,c419cf9,Kenneth Bengtsson,Update testsamples.bat,, , , , , ,c419cf9, , , , , , , , , , , , , , , , , , , , , 
128,2023-02-02,4c10b03,Kenneth Bengtsson,Update testsamples.sh,, , , , , ,4c10b03, , , , , , , , , , , , , , , , , , , , , 
129,2023-02-02,ad2e570,Kenneth Bengtsson,Update UBL-PurchaseReceipt-2.4-Example.xml,, , , , , ,ad2e570, , , , , , , , , , , , , , , , , , , , , 
130,2023-02-02,189fba8,gkholman,UBL-360 Remove standalone summary transformation now that descriptions are accessed during the build process,, , , , , ,189fba8, , , , , , , , , , , , , , , , , , , , , 
131,2023-02-02,61ecbcb,Kenneth Bengtsson,Simplified payments and means,, , , , , ,61ecbcb, , , , , , , , , , , , , , , , , , , , , 
132,2023-02-02,666bdb3,Kenneth Bengtsson,Update UBL-PurchaseReceipt-2.4-Example.xml,, , , , , ,666bdb3, , , , , , , , , , , , , , , , , , , , , 
133,2023-02-02,0556f4f,Kenneth Bengtsson,Update UBL-PurchaseReceipt-2.4-Example.xml,, , , , , ,0556f4f, , , , , , , , , , , , , , , , , , , , , 
134,2023-02-02,36ff53e,Kenneth Bengtsson,Update UBL.xml,, , , , , ,36ff53e, , , , , , , , , , , , , , , , , , , , , 
135,2023-02-03,ec0058d,Kenneth Bengtsson,Update UBL.xml,, , , , , ,ec0058d, , , , , , , , , , , , , , , , , , , , , 
136,2023-02-06,f1ae2f3,gkholman,Repair incorrect figure identifier on new figure,, , , , , ,f1ae2f3, , , , , , , , , , , , , , , , , , , , , 
137,2023-02-06,ad082fe,gkholman,Repaired PDF artwork and added HTML artwork; repaired README and added subsection title,, , , , , ,ad082fe, , , , , , , , , , , , , , , , , , , , , 
138,2023-02-06,294527e,Kees Duvekot,Merge pull request #17 from oasis-tcs/UBL-360,BRANCH: ubl-2.4-csd01 from ubl-2.4-csd01wd02, , , , , ,294527e ⊢→ubl-2.4-csd01, , ,294527e, , , , , , , , , , , , , , , , , , 
139,2023-02-06,c755275,Kees Duvekot,Delete BRIN.png,, , , , , ,c755275, , , , , , , , , , , , , , , , , , , , , 
140,2023-02-06,a1065a4,Kees Duvekot,Delete BRIN process diagram.drawio,, , , , , ,a1065a4, , , , , , , , , , , , , , , , , , , , , 
141,2023-02-06,8054f30,Kees Duvekot,Delete Untitled Diagram.drawio,, , , , , ,8054f30, , , , , , , , , , , , , , , , , , , , , 
142,2023-02-06,d26743a,Kees Duvekot,Delete UBL-2.4-BusinessInformation.png,, , , , , ,d26743a, , , , , , , , , , , , , , , , , , , , , 
143,2023-02-06,d6accee,Kees Duvekot,add UBL-2.4-BusinessInformation.drawio,, , , , , ,d6accee, , , , , , , , , , , , , , , , , , , , , 
144,2023-02-06,cf35902,Kees Duvekot,Delete UBL-2.4-BRIN.png,, , , , , ,cf35902, , , , , , , , , , , , , , , , , , , , , 
145,2023-02-06,37cf6ce,Kees Duvekot,new UBL-2.4-BusinessInformation.png,, , , , , ,37cf6ce, , , , , , , , , , , , , , , , , , , , , 
146,2023-02-06,d187a5b,Kees Duvekot,update workflows to run the build,, , , , , ,d187a5b, , , , , , , , , , , , , , , , , , , , , 
147,2023-02-06,de53ce5,Kees Duvekot,updated to latest version,, , , , , ,de53ce5, , , , , , , , , , , , , , , , , , , , , 
148,2023-02-07,be9528c,Kees Duvekot,Merge pull request #19 from oasis-tcs/kd-ubl-331,, , , , , ,be9528c, , , , , , , , , , , , , , , , , , , , , 
149,2023-02-07,48933e7,Kenneth Bengtsson,Updated CSD01 version numbering and publication date,, , , , , , , , ,48933e7, , , , , , , , , , , , , , , , , , 
150,2023-02-07,5adbaf4,Kenneth Bengtsson,Updated CSD01 version numbering and date,, , , , , , , , ,5adbaf4, , , , , , , , , , , , , , , , , , 
151,2023-02-07,e1cd08b,Kenneth Bengtsson,Updated CSD01 version numbering,, , , , , , , , ,e1cd08b, , , , , , , , , , , , , , , , , , 
152,2023-02-07,d773543,Kenneth Bengtsson,Updated stage to csd01,, , , , , , , , ,d773543, , , , , , , , , , , , , , , , , , 
153,2023-02-07,b1b2916,Kenneth Bengtsson,Update config-UBL.xml,, , , , , , , , ,b1b2916, , , , , , , , , , , , , , , , , , 
154,2023-02-07,2f2a535,Kenneth Bengtsson,Updated version to CSD01,, , , , , , , , ,2f2a535, , , , , , , , , , , , , , , , , , 
155,2023-02-07,89cd1ff,Kenneth Bengtsson,Fixed malformed comment,, , , , , , , , ,89cd1ff, , , , , , , , , , , , , , , , , , 
156,2023-02-07,33d4527,Kees Duvekot,Merge pull request #20 from oasis-tcs/ubl-2.4-csd01wd02-kdtemp,TIP: ubl-2.4-csd01wd02, , , , , ,33d4527 ◆, , , , , , , , , , , , , , , , , , , , , 
157,2023-02-07,35bbc9f,Kees Duvekot,Merge pull request #21 from oasis-tcs/ubl-2.4-csd01wd02,MERGE: ubl-2.4-csd01wd02 → ubl-2.4-csd01 (PR#21), , , , , ,→merged→, , ,35bbc9f, , , , , , , , , , , , , , , , , , 
158,2023-02-17,1a91a23,Kees Duvekot,Update date to 08 Feb 2023,, , , , , , , , ,1a91a23, , , , , , , , , , , , , , , , , , 
